customer_id,last_order_date,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_total,segment
C902063643,2017-05-05,1,88942.89,1,5,5,11,Loyal Customers
C854282987,2017-05-05,1,14302.75,1,5,5,11,Loyal Customers
C783635318,2017-05-05,1,604216.8,1,3,3,7,Needs Attention
C469873082,2017-05-04,1,224960.45,1,4,4,9,Loyal Customers
C937564504,2017-05-04,1,46892.58,1,5,5,11,Loyal Customers
C682052123,2017-05-04,1,153500.75,1,5,5,11,Loyal Customers
C602981889,2017-05-04,1,218032.75,1,4,4,9,Loyal Customers
C954173600,2017-05-04,1,6892.56,1,5,5,11,Loyal Customers
C734044063,2017-05-04,1,82150.65,1,5,5,11,Loyal Customers
C644740664,2017-05-03,1,400086.5,1,4,4,9,Loyal Customers
C966925466,2017-05-03,1,33466.71,1,5,5,11,Loyal Customers
C152135598,2017-05-03,1,4004314.8,1,1,1,3,Needs Attention
C557719933,2017-05-02,1,88892.62,1,5,5,11,Loyal Customers
C676148259,2017-05-02,1,672072.0,1,3,3,7,Needs Attention
C615851771,2017-05-02,1,1299421.2,1,2,2,5,Needs Attention
C541110837,2017-05-02,1,2352458.64,1,1,1,3,Needs Attention
C721882283,2017-05-02,1,1505049.12,1,2,2,5,Needs Attention
C665679061,2017-05-02,1,1233151.56,1,2,2,5,Needs Attention
C595031392,2017-05-02,1,816252.4,1,3,3,7,Needs Attention
C705391204,2017-05-01,1,6373392.27,1,1,1,3,Needs Attention
C799023902,2017-05-01,1,636186.32,1,3,3,7,Needs Attention
C227348601,2017-05-01,1,4248860.66,1,1,1,3,Needs Attention
C601761376,2017-04-30,1,521671.02,1,4,4,9,Loyal Customers
C543629539,2017-04-30,1,612135.32,1,3,3,7,Needs Attention
C994829881,2017-04-29,1,474204.36,1,4,4,9,Loyal Customers
C321335351,2017-04-29,1,433028.7,1,4,4,9,Loyal Customers
C720425736,2017-04-29,1,1818388.0,1,2,2,5,Needs Attention
C242383134,2017-04-29,1,50475.3,1,5,5,11,Loyal Customers
C772535693,2017-04-28,1,1020019.52,1,3,3,7,Needs Attention
C733059585,2017-04-28,1,354736.2,1,4,4,9,Loyal Customers
C223963439,2017-04-28,1,377020.49,1,4,4,9,Loyal Customers
C726801669,2017-04-28,1,3755677.4,1,1,1,3,Needs Attention
C947285258,2017-04-28,1,131912.22,1,5,5,11,Loyal Customers
C467314040,2017-04-27,1,3148986.96,1,1,1,3,Needs Attention
C506672132,2017-04-27,1,208685.1,1,4,4,9,Loyal Customers
C465267407,2017-04-27,1,277695.6,1,4,4,9,Loyal Customers
C758327281,2017-04-27,1,518970.72,1,4,4,9,Loyal Customers
C109982430,2017-04-26,1,2151639.0,1,2,2,5,Needs Attention
C403042304,2017-04-26,1,5228565.09,1,1,1,3,Needs Attention
C415676152,2017-04-25,1,62193.78,1,5,5,11,Loyal Customers
C571533954,2017-04-25,1,401047.4,1,4,4,9,Loyal Customers
C625808560,2017-04-24,1,777660.95,1,3,3,7,Needs Attention
C139461410,2017-04-24,1,407358.25,1,4,4,9,Loyal Customers
C351404416,2017-04-24,1,3161393.2,1,1,1,3,Needs Attention
C511709535,2017-04-23,1,2219664.4,1,1,1,3,Needs Attention
C457906997,2017-04-22,1,176086.95,1,5,5,11,Loyal Customers
C231401526,2017-04-22,1,466596.57,1,4,4,9,Loyal Customers
C921505153,2017-04-22,1,128447.15,1,5,5,11,Loyal Customers
C269067037,2017-04-21,1,746745.3,1,3,3,7,Needs Attention
C547446429,2017-04-21,1,63931.02,1,5,5,11,Loyal Customers
C158943259,2017-04-20,1,175422.65,1,5,5,11,Loyal Customers
C240060126,2017-04-20,1,652287.13,1,3,3,7,Needs Attention
C930045735,2017-04-20,1,4576.88,1,5,5,11,Loyal Customers
C173741757,2017-04-19,1,442787.16,1,4,4,9,Loyal Customers
C269421088,2017-04-19,1,534677.66,1,4,4,9,Loyal Customers
C458851134,2017-04-17,1,147189.9,1,5,5,11,Loyal Customers
C263635241,2017-04-17,1,668452.98,1,3,3,7,Needs Attention
C269775140,2017-04-17,1,878106.78,1,3,3,7,Needs Attention
C837357175,2017-04-16,1,944905.71,1,3,3,7,Needs Attention
C305276000,2017-04-16,1,4548913.89,1,1,1,3,Needs Attention
C108131492,2017-04-15,1,68724.78,1,5,5,11,Loyal Customers
